Date,Adj Close
2008-04-22,2376.939941
2008-04-23,2405.209961
2008-04-24,2428.919922
2008-04-25,2422.929932
2008-04-28,2424.399902
2008-04-29,2426.100098
2008-04-30,2412.800049
2008-05-01,2480.709961
2008-05-02,2476.989990
2008-05-05,2464.120117
2008-05-06,2483.310059
2008-05-07,2438.489990
2008-05-08,2451.239990
2008-05-09,2445.520020
2008-05-12,2488.489990
2008-05-13,2495.120117
2008-05-14,2496.699951
2008-05-15,2533.729980
2008-05-16,2528.850098
2008-05-19,2516.090088
2008-05-20,2492.260010
2008-05-21,2448.270020
2008-05-22,2464.580078
2008-05-23,2444.669922
2008-05-27,2481.239990
2008-05-28,2486.699951
2008-05-29,2508.320068
2008-05-30,2522.659912
2008-06-02,2491.530029
2008-06-03,2480.479980
2008-06-04,2503.139893
2008-06-05,2549.939941
2008-06-06,2474.560059
2008-06-09,2459.459961
2008-06-10,2448.939941
2008-06-11,2394.010010
2008-06-12,2404.350098
2008-06-13,2454.500000
2008-06-16,2474.780029
2008-06-17,2457.729980
2008-06-18,2429.709961
2008-06-19,2462.060059
2008-06-20,2406.090088
2008-06-23,2385.739990
2008-06-24,2368.280029
2008-06-25,2401.260010
2008-06-26,2321.370117
2008-06-27,2315.629883
2008-06-30,2292.979980
2008-07-01,2304.969971
2008-07-02,2251.459961
2008-07-03,2245.379883
2008-07-07,2243.320068
2008-07-08,2294.439941
2008-07-09,2234.889893
2008-07-10,2257.850098
2008-07-11,2239.080078
2008-07-14,2212.870117
2008-07-15,2215.709961
2008-07-16,2284.850098
2008-07-17,2312.300049
2008-07-18,2282.780029
2008-07-21,2279.530029
2008-07-22,2303.959961
2008-07-23,2325.879883
2008-07-24,2280.110107
2008-07-25,2310.530029
2008-07-28,2264.219971
2008-07-29,2319.620117
2008-07-30,2329.719971
2008-07-31,2325.550049
2008-08-01,2310.959961
2008-08-04,2285.560059
2008-08-05,2349.830078
2008-08-06,2378.370117
2008-08-07,2355.729980
2008-08-08,2414.100098
2008-08-11,2439.949951
2008-08-12,2430.610107
2008-08-13,2428.620117
2008-08-14,2453.669922
2008-08-15,2452.520020
2008-08-18,2416.979980
2008-08-19,2384.360107
2008-08-20,2389.080078
2008-08-21,2380.379883
2008-08-22,2414.709961
2008-08-25,2365.590088
2008-08-26,2361.969971
2008-08-27,2382.459961
2008-08-28,2411.639893
2008-08-29,2367.520020
2008-09-02,2349.239990
2008-09-03,2333.729980
2008-09-04,2259.040039
2008-09-05,2255.879883
2008-09-08,2269.760010
2008-09-09,2209.810059
2008-09-10,2228.699951
2008-09-11,2258.219971
2008-09-12,2261.270020
2008-09-15,2179.909912
2008-09-16,2207.899902
2008-09-17,2098.850098
2008-09-18,2199.100098
2008-09-19,2273.899902
2008-09-22,2178.979980
2008-09-23,2153.330078
2008-09-24,2155.679932
2008-09-25,2186.570068
2008-09-26,2183.340088
2008-09-29,1983.729980
2008-09-30,2091.879883
2008-10-01,2069.399902
2008-10-02,1976.719971
2008-10-03,1947.390015
2008-10-06,1862.959961
2008-10-07,1754.880005
2008-10-08,1740.329956
2008-10-09,1645.119995
2008-10-10,1649.510010
2008-10-13,1844.250000
2008-10-14,1779.010010
2008-10-15,1628.329956
2008-10-16,1717.709961
2008-10-17,1711.290039
2008-10-20,1770.030029
2008-10-21,1696.680054
2008-10-22,1615.750000
2008-10-23,1603.910034
2008-10-24,1552.030029
2008-10-27,1505.900024
2008-10-28,1649.469971
2008-10-29,1657.209961
2008-10-30,1698.520020
2008-10-31,1720.949951
2008-11-03,1726.329956
2008-11-04,1780.119995
2008-11-05,1681.640015
2008-11-06,1608.699951
2008-11-07,1647.400024
2008-11-10,1616.739990
2008-11-11,1580.900024
2008-11-12,1499.209961
2008-11-13,1596.699951
2008-11-14,1516.849976
2008-11-17,1482.050049
2008-11-18,1483.270020
2008-11-19,1386.420044
2008-11-20,1316.119995
2008-11-21,1384.349976
2008-11-24,1472.020020
2008-11-25,1464.729980
2008-11-26,1532.099976
2008-11-28,1535.569946
2008-12-01,1398.069946
2008-12-02,1449.800049
2008-12-03,1492.380005
2008-12-04,1445.560059
2008-12-05,1509.310059
2008-12-08,1571.739990
2008-12-09,1547.339966
2008-12-10,1565.479980
2008-12-11,1507.880005
2008-12-12,1540.719971
2008-12-15,1508.339966
2008-12-16,1589.890015
2008-12-17,1579.310059
2008-12-18,1552.369995
2008-12-19,1564.319946
2008-12-22,1532.349976
2008-12-23,1521.540039
2008-12-24,1524.900024
2008-12-26,1530.239990
2008-12-29,1510.319946
2008-12-30,1550.699951
2008-12-31,1577.030029
2009-01-02,1632.209961
2009-01-05,1628.030029
2009-01-06,1652.380005
2009-01-07,1599.060059
2009-01-08,1617.010010
2009-01-09,1571.589966
2009-01-12,1538.790039
2009-01-13,1546.459961
2009-01-14,1489.640015
2009-01-15,1511.839966
2009-01-16,1529.329956
2009-01-20,1440.859985
2009-01-21,1507.069946
2009-01-22,1465.489990
2009-01-23,1477.290039
2009-01-26,1489.459961
2009-01-27,1504.900024
2009-01-28,1558.339966
2009-01-29,1507.839966
2009-01-30,1476.420044
2009-02-02,1494.430054
2009-02-03,1516.300049
2009-02-04,1515.050049
2009-02-05,1546.239990
2009-02-06,1591.709961
2009-02-09,1591.560059
2009-02-10,1524.729980
2009-02-11,1530.500000
2009-02-12,1541.709961
2009-02-13,1534.359985
2009-02-17,1470.660034
2009-02-18,1467.969971
2009-02-19,1442.819946
2009-02-20,1441.229980
2009-02-23,1387.719971
2009-02-24,1441.829956
2009-02-25,1425.430054
2009-02-26,1391.469971
2009-02-27,1377.839966
2009-03-02,1322.849976
2009-03-03,1321.010010
2009-03-04,1353.739990
2009-03-05,1299.589966
2009-03-06,1293.849976
2009-03-09,1268.640015
2009-03-10,1358.280029
2009-03-11,1371.640015
2009-03-12,1426.099976
2009-03-13,1431.500000
2009-03-16,1404.020020
2009-03-17,1462.109985
2009-03-18,1491.219971
2009-03-19,1483.479980
2009-03-20,1457.270020
2009-03-23,1555.770020
2009-03-24,1516.520020
2009-03-25,1528.949951
2009-03-26,1587.000000
2009-03-27,1545.199951
2009-03-30,1501.800049
2009-03-31,1528.589966
2009-04-01,1551.599976
2009-04-02,1602.630005
2009-04-03,1621.869995
2009-04-06,1606.709961
2009-04-07,1561.609985
2009-04-08,1590.660034
2009-04-09,1652.540039
2009-04-13,1653.310059
2009-04-14,1625.719971
2009-04-15,1626.800049
2009-04-16,1670.439941
2009-04-17,1673.069946
2009-04-20,1608.209961
2009-04-21,1643.849976
2009-04-22,1646.119995
2009-04-23,1652.209961
2009-04-24,1694.290039
2009-04-27,1679.410034
2009-04-28,1673.810059
2009-04-29,1711.939941
2009-04-30,1717.300049
2009-05-01,1719.199951
2009-05-04,1763.560059
2009-05-05,1754.119995
2009-05-06,1759.099976
2009-05-07,1716.239990
2009-05-08,1739.000000
2009-05-11,1731.239990
2009-05-12,1715.920044
2009-05-13,1664.189941
2009-05-14,1689.209961
2009-05-15,1680.140015
2009-05-18,1732.359985
2009-05-19,1734.540039
2009-05-20,1727.839966
2009-05-21,1695.250000
2009-05-22,1692.010010
2009-05-26,1750.430054
2009-05-27,1731.079956
2009-05-28,1751.790039
2009-05-29,1774.329956
2009-06-01,1828.680054
2009-06-02,1836.800049
2009-06-03,1825.920044
2009-06-04,1850.020020
2009-06-05,1849.420044
2009-06-08,1842.400024
2009-06-09,1860.130005
2009-06-10,1853.079956
2009-06-11,1862.369995
2009-06-12,1858.800049
2009-06-15,1816.380005
2009-06-16,1796.180054
2009-06-17,1808.060059
2009-06-18,1807.719971
2009-06-19,1827.469971
2009-06-22,1766.189941
2009-06-23,1764.920044
2009-06-24,1792.339966
2009-06-25,1829.540039
2009-06-26,1838.219971
2009-06-29,1844.060059
2009-06-30,1835.040039
2009-07-01,1845.719971
2009-07-02,1796.520020
2009-07-06,1787.400024
2009-07-07,1746.170044
2009-07-08,1747.170044
2009-07-09,1752.550049
2009-07-10,1756.030029
2009-07-13,1793.209961
2009-07-14,1799.729980
2009-07-15,1862.900024
2009-07-16,1885.030029
2009-07-17,1886.609985
2009-07-20,1909.290039
2009-07-21,1916.199951
2009-07-22,1926.380005
2009-07-23,1973.599976
2009-07-24,1965.959961
2009-07-27,1967.890015
2009-07-28,1975.510010
2009-07-29,1967.760010
2009-07-30,1984.300049
2009-07-31,1978.500000
2009-08-03,2008.609985
2009-08-04,2011.310059
2009-08-05,1993.050049
2009-08-06,1973.160034
2009-08-07,2000.250000
2009-08-10,1992.239990
2009-08-11,1969.729980
2009-08-12,1998.719971
2009-08-13,2009.349976
2009-08-14,1985.520020
2009-08-17,1930.839966
2009-08-18,1955.920044
2009-08-19,1969.239990
2009-08-20,1989.219971
2009-08-21,2020.900024
2009-08-24,2017.979980
2009-08-25,2024.229980
2009-08-26,2024.430054
2009-08-27,2027.729980
2009-08-28,2028.770020
2009-08-31,2009.060059
2009-09-01,1968.890015
2009-09-02,1967.069946
2009-09-03,1983.199951
2009-09-04,2018.780029
2009-09-08,2037.770020
2009-09-09,2060.389893
2009-09-10,2084.020020
2009-09-11,2080.899902
2009-09-14,2091.780029
2009-09-15,2102.639893
2009-09-16,2133.149902
2009-09-17,2126.750000
2009-09-18,2132.860107
2009-09-21,2138.040039
2009-09-22,2146.300049
2009-09-23,2131.419922
2009-09-24,2107.610107
2009-09-25,2090.919922
2009-09-28,2130.739990
2009-09-29,2124.040039
2009-09-30,2122.419922
2009-10-01,2057.479980
2009-10-02,2048.110107
2009-10-05,2068.149902
2009-10-06,2103.570068
2009-10-07,2110.330078
2009-10-08,2123.929932
2009-10-09,2139.280029
2009-10-12,2139.139893
2009-10-13,2139.889893
2009-10-14,2172.229980
2009-10-15,2173.290039
2009-10-16,2156.800049
2009-10-19,2176.320068
2009-10-20,2163.469971
2009-10-21,2150.729980
2009-10-22,2165.290039
2009-10-23,2154.469971
2009-10-26,2141.850098
2009-10-27,2116.090088
2009-10-28,2059.610107
2009-10-29,2097.550049
2009-10-30,2045.109985
2009-11-02,2049.199951
2009-11-03,2057.320068
2009-11-04,2055.520020
2009-11-05,2105.320068
2009-11-06,2112.439941
2009-11-09,2154.060059
2009-11-10,2151.080078
2009-11-11,2166.899902
2009-11-12,2149.020020
2009-11-13,2167.879883
2009-11-16,2197.850098
2009-11-17,2203.780029
2009-11-18,2193.139893
2009-11-19,2156.820068
2009-11-20,2146.040039
2009-11-23,2176.010010
2009-11-24,2169.179932
2009-11-25,2176.050049
2009-11-27,2138.439941
2009-11-30,2144.600098
2009-12-01,2175.810059
2009-12-02,2185.030029
2009-12-03,2173.139893
2009-12-04,2194.350098
2009-12-07,2189.610107
2009-12-08,2172.989990
2009-12-09,2183.729980
2009-12-10,2190.860107
2009-12-11,2190.310059
2009-12-14,2212.100098
2009-12-15,2201.050049
2009-12-16,2206.909912
2009-12-17,2180.050049
2009-12-18,2211.689941
2009-12-21,2237.659912
2009-12-22,2252.669922
2009-12-23,2269.639893
2009-12-24,2285.689941
2009-12-28,2291.080078
2009-12-29,2288.399902
2009-12-30,2291.280029
2009-12-31,2269.149902
2010-01-04,2308.419922
2010-01-05,2308.709961
2010-01-06,2301.090088
2010-01-07,2300.050049
2010-01-08,2317.169922
2010-01-11,2312.409912
2010-01-12,2282.310059
2010-01-13,2307.899902
2010-01-14,2316.739990
2010-01-15,2287.989990
2010-01-19,2320.399902
2010-01-20,2291.250000
2010-01-21,2265.699951
2010-01-22,2205.290039
2010-01-25,2210.800049
2010-01-26,2203.729980
2010-01-27,2221.409912
2010-01-28,2179.000000
2010-01-29,2147.350098
2010-02-01,2171.199951
2010-02-02,2190.060059
2010-02-03,2190.909912
2010-02-04,2125.429932
2010-02-05,2141.120117
2010-02-08,2126.050049
2010-02-09,2150.870117
2010-02-10,2147.870117
2010-02-11,2177.409912
2010-02-12,2183.530029
2010-02-16,2214.189941
2010-02-17,2226.290039
2010-02-18,2241.709961
2010-02-19,2243.870117
2010-02-22,2242.030029
2010-02-23,2213.439941
2010-02-24,2235.899902
2010-02-25,2234.219971
2010-02-26,2238.260010
2010-03-01,2273.570068
2010-03-02,2280.790039
2010-03-03,2280.679932
2010-03-04,2292.310059
2010-03-05,2326.350098
2010-03-08,2332.209961
2010-03-09,2340.679932
2010-03-10,2358.949951
2010-03-11,2368.459961
2010-03-12,2367.659912
2010-03-15,2362.209961
2010-03-16,2378.010010
2010-03-17,2389.090088
2010-03-18,2391.280029
2010-03-19,2374.409912
2010-03-22,2395.399902
2010-03-23,2415.239990
2010-03-24,2398.760010
2010-03-25,2397.409912
2010-03-26,2395.129883
2010-03-29,2404.360107
2010-03-30,2410.689941
2010-03-31,2397.959961
2010-04-01,2402.580078
2010-04-05,2429.530029
2010-04-06,2436.810059
2010-04-07,2431.159912
2010-04-08,2436.810059
2010-04-09,2454.050049
2010-04-12,2457.870117
2010-04-13,2465.989990
2010-04-14,2504.860107
2010-04-15,2515.689941
2010-04-16,2481.260010
2010-04-19,2480.110107
2010-04-20,2500.310059
2010-04-21,2504.610107
2010-04-22,2519.070068
2010-04-23,2530.149902
2010-04-26,2522.949951
2010-04-27,2471.469971
2010-04-28,2471.729980
2010-04-29,2511.919922
2010-04-30,2461.189941
2010-05-03,2498.739990
2010-05-04,2424.250000
2010-05-05,2402.290039
2010-05-06,2319.639893
2010-05-07,2265.639893
2010-05-10,2374.669922
2010-05-11,2375.310059
2010-05-12,2425.020020
2010-05-13,2394.360107
2010-05-14,2346.850098
2010-05-17,2354.229980
2010-05-18,2317.260010
2010-05-19,2298.370117
2010-05-20,2204.010010
2010-05-21,2229.040039
2010-05-24,2213.550049
2010-05-25,2210.949951
2010-05-26,2195.879883
2010-05-27,2277.679932
2010-05-28,2257.040039
2010-06-01,2222.330078
2010-06-02,2281.070068
2010-06-03,2303.030029
2010-06-04,2219.169922
2010-06-07,2173.899902
2010-06-08,2170.570068
2010-06-09,2158.850098
2010-06-10,2218.709961
2010-06-11,2243.600098
2010-06-14,2243.959961
2010-06-15,2305.879883
2010-06-16,2305.929932
2010-06-17,2307.159912
2010-06-18,2309.800049
2010-06-21,2289.090088
2010-06-22,2261.800049
2010-06-23,2254.229980
2010-06-24,2217.419922
2010-06-25,2223.479980
2010-06-28,2220.649902
2010-06-29,2135.179932
2010-06-30,2109.239990
2010-07-01,2101.360107
2010-07-02,2091.790039
2010-07-06,2093.879883
2010-07-07,2159.469971
2010-07-08,2175.399902
2010-07-09,2196.449951
2010-07-12,2198.360107
2010-07-13,2242.030029
2010-07-14,2249.840088
2010-07-15,2249.080078
2010-07-16,2179.050049
2010-07-19,2198.229980
2010-07-20,2222.489990
2010-07-21,2187.330078
2010-07-22,2245.889893
2010-07-23,2269.469971
2010-07-26,2296.429932
2010-07-27,2288.250000
2010-07-28,2264.560059
2010-07-29,2251.689941
2010-07-30,2254.699951
2010-08-02,2295.360107
2010-08-03,2283.520020
2010-08-04,2303.570068
2010-08-05,2293.060059
2010-08-06,2288.469971
2010-08-09,2305.689941
2010-08-10,2277.169922
2010-08-11,2208.629883
2010-08-12,2190.270020
2010-08-13,2173.479980
2010-08-16,2181.870117
2010-08-17,2209.439941
2010-08-18,2215.699951
2010-08-19,2178.949951
2010-08-20,2179.760010
2010-08-23,2159.629883
2010-08-24,2123.760010
2010-08-25,2141.540039
2010-08-26,2118.689941
2010-08-27,2153.629883
2010-08-30,2119.969971
2010-08-31,2114.030029
2010-09-01,2176.840088
2010-09-02,2200.010010
2010-09-03,2233.750000
2010-09-07,2208.889893
2010-09-08,2228.870117
2010-09-09,2236.199951
2010-09-10,2242.479980
2010-09-13,2285.709961
2010-09-14,2289.770020
2010-09-15,2301.320068
2010-09-16,2303.250000
2010-09-17,2315.610107
2010-09-20,2355.830078
2010-09-21,2349.350098
2010-09-22,2334.550049
2010-09-23,2327.080078
2010-09-24,2381.219971
2010-09-27,2369.770020
2010-09-28,2379.590088
2010-09-29,2376.560059
2010-09-30,2368.620117
2010-10-01,2370.750000
2010-10-04,2344.520020
2010-10-05,2399.830078
2010-10-06,2380.659912
2010-10-07,2383.669922
2010-10-08,2401.909912
2010-10-11,2402.330078
2010-10-12,2417.919922
2010-10-13,2441.229980
2010-10-14,2435.379883
2010-10-15,2468.770020
2010-10-18,2480.659912
2010-10-19,2436.949951
2010-10-20,2457.389893
2010-10-21,2459.669922
2010-10-22,2479.389893
2010-10-25,2490.850098
2010-10-26,2497.290039
2010-10-27,2503.260010
2010-10-28,2507.370117
2010-10-29,2507.409912
2010-11-01,2504.840088
2010-11-02,2533.520020
2010-11-03,2540.270020
2010-11-04,2577.340088
2010-11-05,2578.979980
2010-11-08,2580.050049
2010-11-09,2562.979980
2010-11-10,2578.780029
2010-11-11,2555.520020
2010-11-12,2518.209961
2010-11-15,2513.820068
2010-11-16,2469.840088
2010-11-17,2476.010010
2010-11-18,2514.399902
2010-11-19,2518.120117
2010-11-22,2532.020020
2010-11-23,2494.949951
2010-11-24,2543.120117
2010-11-26,2534.560059
2010-11-29,2525.219971
2010-11-30,2498.229980
2010-12-01,2549.429932
2010-12-02,2579.350098
2010-12-03,2591.459961
2010-12-06,2594.919922
2010-12-07,2598.489990
2010-12-08,2609.159912
2010-12-09,2616.669922
2010-12-10,2637.540039
2010-12-13,2624.909912
2010-12-14,2627.719971
2010-12-15,2617.219971
2010-12-16,2637.310059
2010-12-17,2642.969971
2010-12-20,2649.560059
2010-12-21,2667.610107
2010-12-22,2671.479980
2010-12-23,2665.600098
2010-12-27,2667.270020
2010-12-28,2662.879883
2010-12-29,2666.929932
2010-12-30,2662.979980
2010-12-31,2652.870117
2011-01-03,2691.520020
2011-01-04,2681.250000
2011-01-05,2702.199951
2011-01-06,2709.889893
2011-01-07,2703.169922
2011-01-10,2707.800049
2011-01-11,2716.830078
2011-01-12,2737.330078
2011-01-13,2735.290039
2011-01-14,2755.300049
2011-01-18,2765.850098
2011-01-19,2725.360107
2011-01-20,2704.290039
2011-01-21,2689.540039
2011-01-24,2717.550049
2011-01-25,2719.250000
2011-01-26,2739.500000
2011-01-27,2755.280029
2011-01-28,2686.889893
2011-01-31,2700.080078
2011-02-01,2751.189941
2011-02-02,2749.560059
2011-02-03,2753.879883
2011-02-04,2769.300049
2011-02-07,2783.989990
2011-02-08,2797.050049
2011-02-09,2789.070068
2011-02-10,2790.449951
2011-02-11,2809.439941
2011-02-14,2817.179932
2011-02-15,2804.350098
2011-02-16,2825.560059
2011-02-17,2831.580078
2011-02-18,2833.949951
2011-02-22,2756.419922
2011-02-23,2722.989990
2011-02-24,2737.899902
2011-02-25,2781.050049
2011-02-28,2782.270020
2011-03-01,2737.409912
2011-03-02,2748.070068
2011-03-03,2798.739990
2011-03-04,2784.669922
2011-03-07,2745.629883
2011-03-08,2765.770020
2011-03-09,2751.719971
2011-03-10,2701.020020
2011-03-11,2715.610107
2011-03-14,2700.969971
2011-03-15,2667.330078
2011-03-16,2616.820068
2011-03-17,2636.050049
2011-03-18,2643.669922
2011-03-21,2692.090088
2011-03-22,2683.870117
2011-03-23,2698.300049
2011-03-24,2736.419922
2011-03-25,2743.060059
2011-03-28,2730.679932
2011-03-29,2756.889893
2011-03-30,2776.790039
2011-03-31,2781.070068
2011-04-01,2789.600098
2011-04-04,2789.189941
2011-04-05,2791.189941
2011-04-06,2799.820068
2011-04-07,2796.139893
2011-04-08,2780.419922
2011-04-11,2771.510010
2011-04-12,2744.790039
2011-04-13,2761.520020
2011-04-14,2760.219971
2011-04-15,2764.649902
2011-04-18,2735.379883
2011-04-19,2744.969971
2011-04-20,2802.510010
2011-04-21,2820.159912
2011-04-25,2825.879883
2011-04-26,2847.540039
2011-04-27,2869.879883
2011-04-28,2872.530029
2011-04-29,2873.540039
2011-05-02,2864.080078
2011-05-03,2841.620117
2011-05-04,2828.229980
2011-05-05,2814.719971
2011-05-06,2827.560059
2011-05-09,2843.250000
2011-05-10,2871.889893
2011-05-11,2845.060059
2011-05-12,2863.040039
2011-05-13,2828.469971
2011-05-16,2782.310059
2011-05-17,2783.209961
2011-05-18,2815.000000
2011-05-19,2823.310059
2011-05-20,2803.320068
2011-05-23,2758.899902
2011-05-24,2746.159912
2011-05-25,2761.379883
2011-05-26,2782.919922
2011-05-27,2796.860107
2011-05-31,2835.300049
2011-06-01,2769.189941
2011-06-02,2773.310059
2011-06-03,2732.780029
2011-06-06,2702.560059
2011-06-07,2701.560059
2011-06-08,2675.379883
2011-06-09,2684.870117
2011-06-10,2643.729980
2011-06-13,2639.689941
2011-06-14,2678.719971
2011-06-15,2631.459961
2011-06-16,2623.699951
2011-06-17,2616.479980
2011-06-20,2629.659912
2011-06-21,2687.260010
2011-06-22,2669.189941
2011-06-23,2686.750000
2011-06-24,2652.889893
2011-06-27,2688.280029
2011-06-28,2729.310059
2011-06-29,2740.489990
2011-06-30,2773.520020
2011-07-01,2816.030029
2011-07-05,2825.770020
2011-07-06,2834.020020
2011-07-07,2872.659912
2011-07-08,2859.810059
2011-07-11,2802.620117
2011-07-12,2781.909912
2011-07-13,2796.919922
2011-07-14,2762.669922
2011-07-15,2789.800049
2011-07-18,2765.110107
2011-07-19,2826.520020
2011-07-20,2814.229980
2011-07-21,2834.429932
2011-07-22,2858.830078
2011-07-25,2842.800049
2011-07-26,2839.959961
2011-07-27,2764.790039
2011-07-28,2766.250000
2011-07-29,2756.379883
2011-08-01,2744.610107
2011-08-02,2669.239990
2011-08-03,2693.070068
2011-08-04,2556.389893
2011-08-05,2532.409912
2011-08-08,2357.689941
2011-08-09,2482.520020
2011-08-10,2381.050049
2011-08-11,2492.679932
2011-08-12,2507.979980
2011-08-15,2555.199951
2011-08-16,2523.449951
2011-08-17,2511.479980
2011-08-18,2380.429932
2011-08-19,2341.840088
2011-08-22,2345.379883
2011-08-23,2446.060059
2011-08-24,2467.689941
2011-08-25,2419.629883
2011-08-26,2479.850098
2011-08-29,2562.110107
2011-08-30,2576.110107
2011-08-31,2579.459961
2011-09-01,2546.040039
2011-09-02,2480.330078
2011-09-06,2473.830078
2011-09-07,2548.939941
2011-09-08,2529.139893
2011-09-09,2467.989990
2011-09-12,2495.090088
2011-09-13,2532.149902
2011-09-14,2572.550049
2011-09-15,2607.070068
2011-09-16,2622.310059
2011-09-19,2612.830078
2011-09-20,2590.239990
2011-09-21,2538.189941
2011-09-22,2455.669922
2011-09-23,2483.229980
2011-09-26,2516.689941
2011-09-27,2546.830078
2011-09-28,2491.580078
2011-09-29,2480.760010
2011-09-30,2415.399902
2011-10-03,2335.830078
2011-10-04,2404.820068
2011-10-05,2460.510010
2011-10-06,2506.820068
2011-10-07,2479.350098
2011-10-10,2566.050049
2011-10-11,2583.030029
2011-10-12,2604.729980
2011-10-13,2620.239990
2011-10-14,2667.850098
2011-10-17,2614.919922
2011-10-18,2657.429932
2011-10-19,2604.040039
2011-10-20,2598.620117
2011-10-21,2637.459961
2011-10-24,2699.439941
2011-10-25,2638.419922
2011-10-26,2650.669922
2011-10-27,2738.629883
2011-10-28,2737.149902
2011-10-31,2684.409912
2011-11-01,2606.959961
2011-11-02,2639.979980
2011-11-03,2697.969971
2011-11-04,2686.149902
2011-11-07,2695.250000
2011-11-08,2727.489990
2011-11-09,2621.649902
2011-11-10,2625.149902
2011-11-11,2678.750000
2011-11-14,2657.219971
2011-11-15,2686.199951
2011-11-16,2639.610107
2011-11-17,2587.989990
2011-11-18,2572.500000
2011-11-21,2523.139893
2011-11-22,2521.280029
2011-11-23,2460.080078
2011-11-25,2441.510010
2011-11-28,2527.340088
2011-11-29,2515.510010
2011-11-30,2620.340088
2011-12-01,2626.199951
2011-12-02,2626.929932
2011-12-05,2655.760010
2011-12-06,2649.560059
2011-12-07,2649.209961
2011-12-08,2596.379883
2011-12-09,2646.850098
2011-12-12,2612.260010
2011-12-13,2579.270020
2011-12-14,2539.310059
2011-12-15,2541.010010
2011-12-16,2555.330078
2011-12-19,2523.139893
2011-12-20,2603.729980
2011-12-21,2577.969971
2011-12-22,2599.449951
2011-12-23,2618.639893
2011-12-27,2625.199951
2011-12-28,2589.979980
2011-12-29,2613.739990
2011-12-30,2605.149902
2012-01-03,2648.719971
2012-01-04,2648.360107
2012-01-05,2669.860107
2012-01-06,2674.219971
2012-01-09,2676.560059
2012-01-10,2702.500000
2012-01-11,2710.760010
2012-01-12,2724.699951
2012-01-13,2710.669922
2012-01-17,2728.080078
2012-01-18,2769.709961
2012-01-19,2788.330078
2012-01-20,2786.699951
2012-01-23,2784.169922
2012-01-24,2786.639893
2012-01-25,2818.310059
2012-01-26,2805.280029
2012-01-27,2816.550049
2012-01-30,2811.939941
2012-01-31,2813.840088
2012-02-01,2848.270020
2012-02-02,2859.679932
2012-02-03,2905.659912
2012-02-06,2901.989990
2012-02-07,2904.080078
2012-02-08,2915.860107
2012-02-09,2927.229980
2012-02-10,2903.879883
2012-02-13,2931.389893
2012-02-14,2931.830078
2012-02-15,2915.830078
2012-02-16,2959.850098
2012-02-17,2951.780029
2012-02-21,2948.570068
2012-02-22,2933.169922
2012-02-23,2956.979980
2012-02-24,2963.750000
2012-02-27,2966.159912
2012-02-28,2986.760010
2012-02-29,2966.889893
2012-03-01,2988.969971
2012-03-02,2976.189941
2012-03-05,2950.479980
2012-03-06,2910.320068
2012-03-07,2935.689941
2012-03-08,2970.419922
2012-03-09,2988.340088
2012-03-12,2983.659912
2012-03-13,3039.879883
2012-03-14,3040.729980
2012-03-15,3056.370117
2012-03-16,3055.260010
2012-03-19,3078.320068
2012-03-20,3074.149902
2012-03-21,3075.320068
2012-03-22,3063.320068
2012-03-23,3067.919922
2012-03-26,3122.570068
2012-03-27,3120.350098
2012-03-28,3104.959961
2012-03-29,3095.360107
2012-03-30,3091.570068
2012-04-02,3119.699951
2012-04-03,3113.570068
2012-04-04,3068.090088
2012-04-05,3080.500000
